DT_GERACAO,HH_GERACAO,ANO_ELEICAO,NR_TURNO,NM_TIPO_ELEICAO,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,NR_CANDIDATO,NM_URNA_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,CD_LEGENDA,SG_LEGENDA,DS_COMPOSICAO_LEGENDA,NM_LEGENDA,CD_OCUPACAO,DS_OCUPACAO,DT_NASCIMENTO,NR_TITULO_ELEITORAL_CANDIDATO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,SG_UF_NASCIMENTO,CD_MUNICIPIO_NASCIMENTO,NM_MUNICIPIO_NASCIMENTO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,CODIGO_IBGE_MUN,CD_IBGE_MUN_NASC,NR_ZONA,CD_SIT_CAND_SUPERIOR,DS_SIT_CAND_SUPERIOR,QT_VOTOS_NOMINAIS,CD_TIPO_ELEICAO,TP_ABRANGENCIA,CD_MUNICIPIO,NM_SOCIAL_CANDIDATO,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,CD_CBO,CD_MUN_IBGE
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,ALFREDO PEREIRA DO NASCIMENTO,-1,11,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,AP,PPB/PTB/PSL/PL/PFL,ALIANCA DO POVO,-1,NULO,05/05/52,000000000NULL,44,2,MASCULINO,NULO,-1.0,NULO,6.0,2.O TURNO,1302603,-1.0,1,-1,NULO,20887,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,RAIMUNDO NONATO MARREIROS DE OLIVEIRA,-1,12,NULO,-1,NULO,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,FOC,PDT/PT/PPS,FRENTE DE OPOSICAO PELA CIDADANIA,-1,NULO,19/07/49,000000000NULL,47,2,MASCULINO,NULO,-1.0,NULO,4.0,NAO ELEITO,1302603,-1.0,1,-1,NULO,3656,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,GILBERTO MESTRINHO DE MEDEIROS RAPOSO,-1,15,NULO,-1,NULO,15,PMDB,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,-1,AD,PMDB/PST/PSD/PV,ALIANCA DEMOCRATICA,-1,NULO,23/02/28,000000000NULL,68,2,MASCULINO,NULO,-1.0,NULO,4.0,NAO ELEITO,1302603,-1.0,1,-1,NULO,24252,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,IRINEIA VIEIRA DOS SANTOS,-1,16,NULO,-1,NULO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,-1,NULO,NULO,NULO,-1,NULO,20/12/51,000000000NULL,45,4,FEMININO,NULO,-1.0,NULO,4.0,NAO ELEITO,1302603,-1.0,1,-1,NULO,273,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,DANIZIO VALENTE GONCALVES FILHO,-1,28,NULO,-1,NULO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,FP,PRP/PSC/PSDC/PRTB,FORCA DO POVO,-1,NULO,03/08/48,000000000NULL,48,2,MASCULINO,NULO,-1.0,NULO,4.0,NAO ELEITO,1302603,-1.0,1,-1,NULO,60,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,EVANDRO DAS NEVES CARREIRA,-1,33,NULO,-1,NULO,33,PMN,PARTIDO DA MOBILIZACAO NACIONAL,-1,NULO,NULO,NULO,-1,NULO,24/08/27,000000000NULL,69,2,MASCULINO,NULO,-1.0,NULO,4.0,NAO ELEITO,1302603,-1.0,1,-1,NULO,235,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,SERAFIM FERNANDES CORREA,-1,40,NULO,-1,NULO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,FOAM,PSDB/PC DO B/PSB,FRENTE DE OPOSI?AO ACORDA MANAUS,-1,NULO,03/05/47,000000000NULL,49,2,MASCULINO,NULO,-1.0,NULO,6.0,2.O TURNO,1302603,-1.0,1,-1,NULO,26973,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,9,PREFEITO,CANDIDO HONORIO FERREIRA FILHO,-1,70,NULO,-1,NULO,70,PT DO B,PARTIDO TRABALHISTA DO BRASIL,-1,NULO,NULO,NULO,-1,NULO,03/03/53,000000000NULL,43,2,MASCULINO,NULO,-1.0,NULO,4.0,NAO ELEITO,1302603,-1.0,1,-1,NULO,156,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,10,VICE PREFEITO,OMAR JOSE ABDEL AZIZ,-1,110,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,AP,NULO,ALIANCA DO POVO,-1,NULO,13/08/58,000000000NULL,38,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,1302603,-1.0,1,-1,NULO,13,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:05:27,1996,1,ELEICOES 1996,AM,2550,MANAUS,10,VICE PREFEITO,JOAO PEDRO GONCALVES DA COSTA,-1,120,NULO,-1,NULO,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,FOC,NULO,FRENTE DE OPOSICAO PELA CIDADANIA,-1,NULO,14/09/52,000000000NULL,44,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,1302603,-1.0,1,-1,NULO,33,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
