,SQ_CANDIDATO,SG_UF,SG_PARTIDO,NM_CANDIDATO,NR_CPF_CNPJ_DOADOR,NM_DOADOR,DT_RECEITA,VR_RECEITA,SQ_RECEITA,DS_RECEITA,SQ_RECEITA,DS_RECEITA
0,120000000440,MS,PP,ALCIDES JESUS PERALTA BERNAL,10296628000130,MARINDRESS EDITORA GRAFICA LTDA - ME,201400:00:00-10-02,735,Estimado,COLINHAS,0,NULL
1,120000000440,MS,PP,ALCIDES JESUS PERALTA BERNAL,10296628000130,MARINDRESS EDITORA GRAFICA LTDA - ME,201400:00:00-10-02,245,Estimado,COLINHAS,0,NULL
2,120000000440,MS,PP,ALCIDES JESUS PERALTA BERNAL,10296628000130,MARINDRESS EDITORA GRAFICA LTDA - ME,201400:00:00-10-02,735,Estimado,COLINHAS,0,NULL
3,120000000348,MS,PR,AUGUSTO FERREIRA DA CRUZ,09002846000135,Direcao Estadual/Distrital,201400:00:00-09-12,"428,57",Estimado,HONORÁRIOS PARA ELABORAÇÃO DA PRESTAÇÃO DE CONTA DA CAMPANHA ELEITORAL,0,NULL
4,120000000346,MS,PR,MUNIR NAGI WADIH TANNOUS,09002846000135,Direcao Estadual/Distrital,201400:00:00-07-28,50000,Cheque,#NULO,0,NULL
5,120000000516,MS,PR,ALIR TERRA LIMA,09002846000135,Direcao Estadual/Distrital,201400:00:00-08-20,7500,Estimado,PAGAMENTO DE 50 POR CENTO DOS ERVIÇOSPROFISSIONAIS DE HONORARIOS ADVOCATICOS - 1/3 AVOS,0,NULL
6,120000000516,MS,PR,ALIR TERRA LIMA,09002846000135,Direcao Estadual/Distrital,201400:00:00-08-19,"214,28",Estimado,ELABORAÇÃO DA PRESTAÇÃO DE CONTA DA CAMPANHA ELEITORAL 2014- 1/7 AVOS NOTA FISCAL 991,0,NULL
7,120000000515,MS,PR,ANTONIO FERREIRA DA CRUZ FILHO,09002846000135,Direcao Estadual/Distrital,201400:00:00-07-23,200000,Cheque,#NULO,0,NULL
8,120000000515,MS,PR,ANTONIO FERREIRA DA CRUZ FILHO,09002846000135,Direcao Estadual/Distrital,201400:00:00-09-11,100000,Cheque,#NULO,0,NULL
9,120000000347,MS,PR,DIRCEU LUIZ LANZARINI,09002846000135,Direcao Estadual/Distrital,201400:00:00-08-19,"214,28",Estimado,HONORÁRIOS CONTABEIS,0,NULL
10,120000000350,MS,PR,PAULO JOSE ARAUJO CORREA,09002846000135,Direcao Estadual/Distrital,201400:00:00-07-23,300000,Cheque,#NULO,0,NULL
11,120000000347,MS,PR,DIRCEU LUIZ LANZARINI,09002846000135,Direcao Estadual/Distrital,201400:00:00-08-20,7500,Estimado,HONORARIOS ADVOCATICIOS,0,NULL
12,120000000350,MS,PR,PAULO JOSE ARAUJO CORREA,09002846000135,Direcao Estadual/Distrital,201400:00:00-09-12,"428,57",Estimado,HONORARIOS PARA ELABORAÇÃO DA PRESTAÇÃO DE CONTA DA CAMPANHA ELEITORAL,0,NULL
