DT_GERACAO,HH_GERACAO,ANO_ELEICAO,NR_TURNO,NM_TIPO_ELEICAO,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,NR_CANDIDATO,NR_CPF_CANDIDATO,NM_URNA_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,CODIGO_LEGENDA,SIGLA_LEGENDA,COMPOSICAO_LEGENDA,NOME_LEGENDA,CODIGO_OCUPACAO,DS_OCUPACAO,DT_NASCIMENTO,NR_TITULO_ELEITORAL_CANDIDATO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,COD_GRAU_INSTRUCAO,DESCRICAO_GRAU_INSTRUCAO,CODIGO_ESTADO_CIVIL,DESCRICAO_ESTADO_CIVIL,CODIGO_NACIONALIDADE,DESCRICAO_NACIONALIDADE,SIGLA_UF_NASCIMENTO,CD_MUNICIPIO_NASCIMENTO,NM_MUNICIPIO_NASCIMENTO,DESPESA_MAX_CAMPANHA,COD_SIT_TOT_TURNO,DESC_SIT_TOT_TURNO,CODIGO_IBGE_MUN,CODIGO_IBGE_MUN_NASC,NUMERO_ZONA,COD_SIT_CAND_SUPERIOR,DESC_SIT_CAND_SUPERIOR,TOTAL_VOTOS
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,9,PREFEITO,LEONARDO ARRUDA CAMARA,-1,12,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,PDT/PSD/PRN,PDT/PRN/PSD,COLIGACAO VITORIA DO POVO,-1,,25/07/47,000000000NULL,49,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,4.0,NAO ELEITO,2408102,,1,-1,#NE#,3088
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,9,PREFEITO,MARIA DE FATIMA BEZERRA,-1,13,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT/PC DO B/PPS,PT/PPS/PC DO B,FRENTE POPULAR DE NATAL,-1,,19/05/55,000000000NULL,41,4.0,FEMININO,-1,,-1,,-1,,,,,-1,6.0,2.O TURNO,2408102,,1,-1,#NE#,19135
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,9,PREFEITO,DARIO BARBOSA DE MELO,-1,16,,,-1,,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,-1,,,,-1,,28/05/53,000000000NULL,43,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,4.0,NAO ELEITO,2408102,,1,-1,#NE#,583
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,9,PREFEITO,VILMA MARIA DE FARIA MEIRA,-1,40,,,-1,,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,VONTADE DO POVO,PTB/PCB/PFL/PSB/PV,FRENTE DEMOCRATICA PELA VONTADE DO POVO,-1,,17/02/45,000000000NULL,51,4.0,FEMININO,-1,,-1,,-1,,,,,-1,6.0,2.O TURNO,2408102,,1,-1,#NE#,25805
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,9,PREFEITO,JOSE GERALDO DOS SANTOS FERNANDES,-1,44,,,-1,,44,PRP,PARTIDO REPUBLICANO PROGRESSISTA,-1,,,,-1,,21/04/74,000000000NULL,22,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,4.0,NAO ELEITO,2408102,,1,-1,#NE#,4021
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,9,PREFEITO,JOAO FAUSTINO FERREIRA NETO,-1,45,,,-1,,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,-1,PSDB/PPB,PPB/PSDB,UNIDADE POPULAR,-1,,16/07/42,000000000NULL,54,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,4.0,NAO ELEITO,2408102,,1,-1,#NE#,19365
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,10,VICE PREFEITO,GERSONY GOMES DE OLIVEIRA,-1,121,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,PDT/PSD/PRN,,COLIGACAO VITORIA DO POVO,-1,,20/01/58,000000000NULL,38,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2408102,,1,-1,#NE#,1548
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,10,VICE PREFEITO,HUGO MEDEIROS DE GOES,-1,161,,,-1,,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,-1,,,,-1,,24/03/68,000000000NULL,28,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2408102,,1,-1,#NE#,320
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,10,VICE PREFEITO,MARCILIO MONTE CARRILHO DE OLIVEIRA,-1,251,,,-1,,25,PFL,PARTIDO DA FRENTE LIBERAL,-1,VONTADE DO POVO,,FRENTE DEMOCRATICA PELA VONTADE DO POVO,-1,,26/08/49,000000000NULL,47,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2408102,,1,-1,#NE#,727
24/11/2016,16:15:15,1996,1,ELEICOES 1996,RN,17612,NATAL,10,VICE PREFEITO,GENILDO BENEDITO DA SILVA,-1,441,,,-1,,44,PRP,PARTIDO REPUBLICANO PROGRESSISTA,-1,,,,-1,,30/08/69,000000000NULL,27,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2408102,,1,-1,#NE#,19
