DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,SQ_CANDIDATO,NR_ORDEM_CANDIDATO,CD_TIPO_BEM_CANDIDATO,DS_TIPO_BEM_CANDIDATO,DS_BEM_CANDIDATO,VR_BEM_CANDIDATO,NM_CANDIDATO
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000686,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",FIAT SIENA 2005/2006,"15000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000686,2,12,Casa,CASA EM ALVENARIA,"150000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000687,1,12,Casa,CASA EM ALVENARIA,"90000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000687,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",FORD F4000 1998,"40000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000688,1,12,Casa,CASA EM MADEIRA,"20000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000688,2,14,Terra nua,"CHACARA DE 01 ALQUEIRE - FA01, LOTE 69","50000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000688,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",HONDA POP 2012,"3500,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000690,1,12,Casa,CASA EM ALVENARIA,"80000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000690,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",HONDA CG TITAN 2012,"4000,00",
18/02/2021,12:06:52,2016,2,Eleicao Ordinaria,220,Eleicoes Municipais 2016,2016-10-02,RO,728,PRIMAVERA DE RONDÔNIA,220000000691,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",FIAT PALIO 2009/10 FINANCIADO EM 48 PARCELAS,"20000,00",
